Code;Description;Transaction Category Code;MCC Category
"5931";Used Merchandise and Secondhand Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5932";Antique Shop;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5933";Pawn Shop;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5935";Wrecking and Salvage Yards;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5937";Antique Reproduction Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5940";Bicycle Shop — Sales and Services;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5941";Sporting Goods Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5942";Book Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5943";Stationery, Office and School Supply Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5944";Jewelry, Watch, Clock, and Silverware Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5945";Hobby, Toy and Game Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5946";Camera and Photographic Supply Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5947";Gift, Card, Novelty, and Souvenir Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5948";Luggage and Leather Goods Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5949";Sewing, Needlework, Fabric, and Piece Good Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5950";Glassware and Crystal Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5960";Direct Marketing Insurance Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5961";Mail Order;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5962";Direct Marketing — Travel Related Arrangement Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5963";Direct Selling Establishments/Door to Door Sales;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5964";Catalog Merchant;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5965";Combined Catalog and Retail Merchant;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5966";Outbound Telemarketing Merchant;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5967";Direct Marketing — Inbound Telemarketing Merchants;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5968";Continuity/Subscription Merchants;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5969";Direct Marketing/Direct Marketers — Not Elsewhere Classified;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5970";Artist Supply and Craft Stores;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5971";Art Dealers and Galleries;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5972";Stamp and Coin Stores;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5973";Religious Goods Stores;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5975";Hearing Aids — Sales, Service, and Supplies;College/School Expense/Hospital;Healthcare/Child Services
"5976";Orthopedic Goods and Prosthetic Devices;College/School Expense/Hospital;Healthcare/Child Services
"5977";Cosmetic Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5978";Typewriter Stores — Sales, Service, and Rentals;All Other Merchants/Post Exchange;Electronic and Technical Services
"5983";Fuel Dealers — Fuel Oil, Wood, Coal, and Liquefied Petroleum;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5992";Florists;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5993";Cigar Stores & Stands;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5994";News Dealers & Newsstands;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5995";Pet Shops, Pet Food, and Supplies;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5996";Swimming Pools — Sales, Supplies, and Services;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5997";Electric Razor Stores Sales & Services;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5998";Tent and Awning Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5999";Miscellaneous & Specialty Retail Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"6010";Financial Institutions — Manual Cash Disbursements;Payment Service Provider;Financial Services
"6011";Financial Institutions — Automated Cash Disbursements;Payment Service Provider;Financial Services
"6012";Quasi Cash — Financial Institution — Merchandise and Services;Payment Service Provider;Financial Services
"6050";Quasi Cash — Member Financial Institution;Payment Service Provider;Financial Services
"6051";"MasterCard — Quasi Cash-Merchant; Visa — None Financial Institutions — foreign currency, money orders (not wire transer), & Travelers Cheques";Payment Service Provider;Financial Services
"6211";Securities — Brokers and Dealers;Payment Service Provider;Financial Services
"6300";Insurance Sales and Underwriting;Payment Service Provider;Financial Services
"6381";Insurance Premiums, (no longer valid for first presentment work);Payment Service Provider;Financial Services
"6399";Insurance, Not Elsewhere Classified ( no longer valid for first presentment work);Payment Service Provider;Financial Services
"6513";"Real Estate Agents and Managers — Rentals; Property Management";Payment Service Provider;Financial Services
"6529";Quasi Cash — Remote Stored Value Load — Financial Institute;Payment Service Provider;Financial Services
"6530";Quasi Cash — Remote Stored Value Load — Merchant;Payment Service Provider;Financial Services
"6531";Payment Service Provider;Payment Service Provider;Financial Services
"6532";Payment Transaction — Member;Payment Service Provider;Financial Services
"6533";Payment Transaction — Merchant;Payment Service Provider;Financial Services
"6534";Quasi Cash — Money Transfer — Member Financial Institution;Payment Service Provider;Financial Services
"6535";Value Purchase — Member Financial Institution;Payment Service Provider;Financial Services
"6536";MoneySend Intracountry;Payment Service Provider;Financial Services
"6537";MoneySend Intercountry;Payment Service Provider;Financial Services
"6538";MoneySend Funding;Payment Service Provider;Financial Services
"6540";POI (Point of Interaction) Funding Transactions (Excluding MoneySend);Payment Service Provider;Financial Services
"6611";Overpayments;Payment Service Provider;Financial Services
"6760";Savings Bonds;Payment Service Provider;Financial Services
"7011";Lodging — Hotels, Motels, and Resorts;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"7012";Timeshares;All Other Merchants/Post Exchange;Associations/Organizations
"7032";Sporting and Recreational Camps;All Other Merchants/Post Exchange;Associations/Organizations
"7033";Trailer Parks and Campgrounds;All Other Merchants/Post Exchange;Associations/Organizations
"7210";Laundry, Cleaning, and Garment Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7211";Laundry Services — Family and Commercial;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7216";Dry Cleaners;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7217";Carpet and Upholstery Cleaning;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7221";Photographic Studios;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7230";Beauty and Barber Shops;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7251";Shoe Repair Shops, Shoe Shine Parlors, and Hat Cleaning Shops;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7261";Funeral Services and Crematories;All Other Merchants/Post Exchange;Personal Services
"7273";Dating and Escort Services;All Other Merchants/Post Exchange;Personal Services
"7276";Tax Preparation Services;All Other Merchants/Post Exchange;Personal Services
"7277";Counseling Services — Debt, Marriage, and Personal;All Other Merchants/Post Exchange;Personal Services
"7278";Buying and Shopping Services and Clubs;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"7280";Hospital Patient-Personal Funds Withdrawal;All Other Merchants/Post Exchange;Personal Services
"7295";Babysitting Services;All Other Merchants/Post Exchange;Personal Services
"7296";Clothing Rental — Costumes, Uniforms and Formal Wear;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"7297";Massage Parlors;All Other Merchants/Post Exchange;Personal Services
"7298";Health and Beauty Spas;All Other Merchants/Post Exchange;Personal Services
"7299";Miscellaneous Personal Services — Not Elsewhere Classified;All Other Merchants/Post Exchange;Personal Services
"7311";Advertising Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7321";Consumer Credit Reporting Agencies;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7332";Blueprinting and Photocopying Services;All Other Merchants/Post Exchange;Electronic and Technical Services
"7333";Commercial Photography, Art, and Graphics;All Other Merchants/Post Exchange;Electronic and Technical Services
"7338";Quick Copy, Reproduction Service;All Other Merchants/Post Exchange;Electronic and Technical Services
"7339";Stenographic Service;All Other Merchants/Post Exchange;Electronic and Technical Services
"7341";Disinfecting Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7342";Exterminating and Disinfecting Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7349";Cleaning, Maintenance & Janitorial Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7361";Employment Agencies and Temporary Help Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7372";Computer Programming, Data Processing, and Integrated Systems Design Services;All Other Merchants/Post Exchange;Electronic and Technical Services
"7375";Information Retrieval Services (Business to Business MCC);All Other Merchants/Post Exchange;Electronic and Technical Services
"7379";Computer Maintenance, Repair and Services (Business to Business MCC);All Other Merchants/Post Exchange;Electronic and Technical Services
"7392";Management, Consulting, and Public Relations Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7393";Detective Agencies, Protective Agencies, and Security Services, including Armored Cars and Guard Dogs;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7394";Equipment, Tool, Furniture, and Appliance Rental and Leasing;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7395";Photofinishing Laboratories and Photo Developing;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7399";Business Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7511";Quasi Cash — Truck Stop Transactions;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"7512";Automobile Rental Agency;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"7513";Truck and Utility Trailer Rentals;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"7519";Motor Home and Recreational Vehicle Rentals;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"7523";Parking Lots and Garages;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"7524";Express Payment Service Mechants — Parking Lots and Garages;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"7531";Automotive Top & Body Shops;All Other Merchants/Post Exchange;Associations/Organizations
"7534";Tire Retreading & Repair;All Other Merchants/Post Exchange;Associations/Organizations
"7535";Automotive Paint Shops;All Other Merchants/Post Exchange;Associations/Organizations
"7538";Automotive Service Shops (Non-Dealer);All Other Merchants/Post Exchange;Associations/Organizations
"7542";Car Washes;All Other Merchants/Post Exchange;Associations/Organizations
"7549";Towing Services;All Other Merchants/Post Exchange;Associations/Organizations
"7622";Electronic Repair Shops;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"7623";Air Conditioning and Refrigeration Repair Shops;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"7629";Electrical and Small Appliance Repair Shops;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"7631";Watch, Clock, and Jewelry Repair Shops;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"7641";Furniture — Reupholster, Repair, and Refinishing;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"7692";Welding Services;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"7699";Miscellaneous Repair Shops and Related Services;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"7778";Citishare Cash Advance;Payment Service Provider;Financial Services
"7829";Motion Picture & Video Tape Production and Distribution (Business to Business MCC);All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7832";Motion Picture Theater;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7833";Express Payment Service — Motion Picture Theater;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7841";DVD/Video Tape Rental Stores;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7911";Dance Halls, Studios & Schools;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7922";Theatrical Producers (except Motion Pictures) and Ticket Agencies;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7929";Bands, Orchestras & Misc Entertainment;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7932";Billiards & Pool Establishments;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7933";Bowling Alleys;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7941";Commercial Sports, Professional Sports Clubs, Athletic Fields, and Sports Promoters;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7991";Tourist Attractions and Exhibits;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7992";Public Golf Courses;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7993";Video Amusement Game Supply;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7994";Video Game Arcades and Establishments;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7995";Betting, including Lottery Tickets, Casino Gaming Chips, Off-Track Betting, and Wagers at Race Track;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7996";Amusement Parks, Circuses, Carnivals, and Fortune Tellers;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7997";Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7998";Aquarium, Seaquarium, Dolphinariums;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"7999";Recreation Services — Not Elsewhere Classified;All Other Merchants/Post Exchange;Entertainment/Theater/Dance Studios
"8011";Doctors and Physicians — Not Elsewhere Classified;College/School Expense/Hospital;Healthcare/Child Services
"8021";Dentists and Orthodontists;College/School Expense/Hospital;Healthcare/Child Services
"8031";Osteopathic Physicians;College/School Expense/Hospital;Healthcare/Child Services
"8041";Chiropractors;College/School Expense/Hospital;Healthcare/Child Services
"8042";Optometrists and Ophthalmologists;College/School Expense/Hospital;Healthcare/Child Services
"8043";Opticians, Optical Goods and Eyeglasses;College/School Expense/Hospital;Healthcare/Child Services
"8044";Opticians, Optical Goods, and Eyeglasses (no longer valid for first presentments);College/School Expense/Hospital;Healthcare/Child Services
"8049";Podiatrists and Chiropodists;College/School Expense/Hospital;Healthcare/Child Services
"8050";Nursing and Personal Care Facilities;College/School Expense/Hospital;Healthcare/Child Services
"8062";Hospitals;College/School Expense/Hospital;Healthcare/Child Services
"8071";Medical and Dental Laboratories;College/School Expense/Hospital;Healthcare/Child Services
"8099";Medical Services Health Practitioners — No Elsewhere Classified;College/School Expense/Hospital;Healthcare/Child Services
"8111";Legal Services and Attorneys;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"8211";Elementary and Secondary Schools;College/School Expense/Hospital;Educational Services
"8220";Colleges, Universities, Professional Schools, and Junior Colleges;College/School Expense/Hospital;Educational Services
"8241";Correspondence Schools;College/School Expense/Hospital;Educational Services
"8244";Business and Secretarial Schools;College/School Expense/Hospital;Educational Services
"8249";Trade and Vocational Schools;College/School Expense/Hospital;Educational Services
"8299";Schools and Educational Services — Not Elsewhere Classified;College/School Expense/Hospital;Educational Services
"8351";Child Care Services;College/School Expense/Hospital;Healthcare/Child Services
"8398";Charitable and Social Service Organizations;All Other Merchants/Post Exchange;Associations/Organizations
"8641";Civic, Social, and Fraternal Associations;All Other Merchants/Post Exchange;Associations/Organizations
"8651";Political Organizations;All Other Merchants/Post Exchange;Associations/Organizations
"8661";Religious Organizations;All Other Merchants/Post Exchange;Associations/Organizations
"8675";Automobile Associations;All Other Merchants/Post Exchange;Associations/Organizations
"8699";Membership Organizations — Not Elsewhere Classified;All Other Merchants/Post Exchange;Associations/Organizations
"8734";Testing Laboratories (Not Medical) — (Business to Business MCC);All Other Merchants/Post Exchange;Associations/Organizations
"8911";Architectural, Engineering, and Surveying Services;All Other Merchants/Post Exchange;Associations/Organizations
"8931";Accounting, Auditing, and Bookkeeping Services;All Other Merchants/Post Exchange;Associations/Organizations
"8999";Professional Services — Not Elsewhere Classified;All Other Merchants/Post Exchange;Associations/Organizations
"9211";Court Costs, including Alimony and Child Support;All Other Merchants/Post Exchange;Associations/Organizations
"9222";Fines;All Other Merchants/Post Exchange;Associations/Organizations
"9223";Bail & Bond Payments;All Other Merchants/Post Exchange;Associations/Organizations
"9311";Tax Payments;All Other Merchants/Post Exchange;Associations/Organizations
"9399";Government Services — Not Elsewhere Classified;All Other Merchants/Post Exchange;Associations/Organizations
"9401";i-Purchasing;All Other Merchants/Post Exchange;Associations/Organizations
"9402";Postal Services;All Other Merchants/Post Exchange;Associations/Organizations
"9405";U.S. Fed Government Agencies;All Other Merchants/Post Exchange;Associations/Organizations
"9700";Automated Referral Service ( For Visa Only);All Other Merchants/Post Exchange;Associations/Organizations
"9701";Visa Credential Service ( For Visa Only);All Other Merchants/Post Exchange;Associations/Organizations
"9702";GCAS Emergency Services ( For Visa Only);All Other Merchants/Post Exchange;Associations/Organizations
"9751";U.K. Supermarkets Electronic Hot File;All Other Merchants/Post Exchange;Associations/Organizations
"9752";U.K. Petrol Stations, Electronic Hot File;All Other Merchants/Post Exchange;Associations/Organizations
"9753";Intra-Company Purchases;All Other Merchants/Post Exchange;Associations/Organizations
"9754";Quasi Cash — Gambling — Horse Racing, Dog Racing, State Lotteries;All Other Merchants/Post Exchange;Associations/Organizations
"9950";Intra-Company Purchases;All Other Merchants/Post Exchange;Associations/Organizations
